章节,实体1,QID,关系,实体2,QID.1
第三章,彼得罗·达·科尔托纳,Q333323,创作,圣伊格内修斯教堂祭坛,
第三章,波佐,Q380103,负责,圣伊格内修斯教堂祭坛,
第三章,安德里亚·波佐,Q380103,创作,圣伊格内修斯教堂讲坛壁画,
第三章,皮埃尔·德·拉特尔,表中无ID,绘制,圣伊格内修斯教堂礼拜堂壁画,
第三章,安德里亚·波佐,Q380103,创作,圣伊格内修斯教堂穹顶壁画,
第三章,安德烈亚·波佐,Q380103,绘制,圣伊格内修斯教堂穹隅,
第三章,皮埃尔·德·拉特尔,表中无ID,绘制,圣伊格内修斯教堂圣器安置所拱顶壁画,
第三章,彼得罗·科尔托纳,Q333323,建造,圣伊格内修斯教堂新祭坛,
第三章,凡·戴克,Q150679,创作,圣伊格内修斯肖像,
第一章,安德里亚·波佐,Q380103,设计,圣依纳爵教堂拱顶壁画,
第六章,博罗米尼,Q123150,设计,圣约翰·拉特兰教堂翻新,
第五章,罗马,,举办,圣约瑟夫节展览,
第五章,宗座精艺及万神殿大师学院,,组织,圣约瑟夫节展览,
第十五章,安吉洛·奎里尼,Q536447,建造,狮身人面像纪念碑,
第十一章,阿米格尼,Q380897,创作,施特赖特父亲肖像,
第十一章,阿米格尼,Q380897,创作,施特赖特妹妹肖像,
第十一章,阿米格尼,Q380897,创作,施特赖特母亲肖像,
第十一章,阿米格尼,Q380897,创作,施特赖特肖像,
第十一章,贾科莫·阿米戈尼,Q380897,创作,施特赖特肖像,
第十一章,西吉斯蒙德·施特赖特,Q90687,收藏,施特赖特肖像,
第十一章,西吉斯蒙德·施特赖特,Q90687,委托,施特赖特肖像,
第十七章,泰奥多罗·科雷尔宅邸,,位于,施洗者圣约翰斩首教堂附近,
第一章,卡米洛·加瓦塞蒂,表中无ID,创作,湿壁画,
第九章,安格利,Q378182,绘制,十二门徒肖像,
第九章,弗拉米尼奥·科纳,Q3746370,委托,十二门徒肖像,
第十章,贝尔纳多·贝洛托,Q164688,记录,十字教堂废墟,
第十章,贝尔纳多·贝洛托,Q164688,创作,十字教堂废墟画,
第一章,弗兰西斯·哈斯克尔,Q320477,遵循,实证主义,
第十七章,弗朗西斯科·阿尔加罗蒂,Q439081,制作,蚀刻版画,
第十五章,乔治三世,Q53438,购买,史密斯藏品,
第十五章,安德里亚·梅莫,Q1052776,拜访,史密斯领事,
第十五章,安德里亚·梅莫,Q1052776,学习,史密斯领事,Q476702
第十五章,安德里亚·梅莫,Q1052776,认识,史密斯领事,
第十五章,安德里亚·梅莫,Q1052776,结识,史密斯领事,
第十五章,安吉洛·奎里尼,Q536447,认识,史密斯领事,
第十七章,弗朗西丝·维维安,Q76180855,研究,史密斯领事,Q476702
第十二章,卡洛·洛多利,Q601642,拜访,史密斯领事,表中无ID
第十三章,唐·彼得罗·安东尼奥·托尼,Q2374666,代理,史密斯领事,未查询成功
第十一章,安东尼奥·维森蒂尼,Q605690,创作,史密斯宅邸新外立面设计,
第十一章,约瑟夫·史密斯,Q476702,委托,史密斯宅邸新外立面设计,
第一章,保罗五世,Q132711,认可,使徒商会教士,
第二章,安德里亚·萨基,Q495008,创作,使徒系列,
第二章,卡洛·马拉塔,Q538998,继续,使徒系列创作,
第二章,卡洛·马拉塔,Q538998,继续,使徒系列作品,
第十章,佩莱格里尼,Q1358364,装饰,市政厅,
第十七章,史密斯领事,Q476702,身份,收藏家,
第十七章,泰奥多罗·科雷尔,Q2403974,身份,收藏家,
第八章,威德曼,表中无ID,身份,收藏家,
第十七章,泰奥多罗·科雷尔,Q2403974,收集,手稿,
第十七章,泰奥多罗·科雷尔,Q2403974,收集,书籍,
第一章,阿里桑德罗·佩雷蒂蒙塔尔托,Q82659,担任,枢机主教,
第二章,安东尼奥·巴尔贝里尼,Q599744,担任,枢机主教,
第二章,弗朗切斯科·巴尔贝里尼,Q2662344,担任,枢机主教,
第六章,卡米洛·阿斯托利,Q2935133,任命,枢机主教,
第二章,马菲奥·巴尔贝里尼,Q131579,获任,枢机主教,
第四章,马斯西米,Q3297734,担任,枢机主教,
第十七章,马扎林,Q166056,担任,枢机主教,
第六章,皮埃特罗·奥托博尼,Q101294,成为,枢机主教,
第八章,托马索·鲁福,Q2661419,担任,枢机主教,
第三章,乌尔班八世,Q131579,任命,枢机主教安东尼奥,Q599744
第三章,教皇亚历山大八世,Q101294,任命,枢机主教奥托博尼,Q101294
第三章,亚历山大八世,Q101294,任命,枢机主教奥托博尼,Q101294
第一章,乔凡尼·兰弗兰科,Q447730,通信,枢机主教巴尔贝里尼,Q599744
第十七章,迭戈·委拉斯开兹,Q297,绘制,枢机主教巴尔贝里尼肖像,
第十七章,胡安·范德哈门,Q1710710,创作,枢机主教巴尔贝里尼肖像,
第六章,法国公使,,发现,枢机主教巴萨多纳卧室画作,
第五章,费兰特·卡洛,Q98111606,秘书,枢机主教鲍格才,Q452570
第三章,彼得罗·贝尔尼尼,Q712397,创作,枢机主教贝拉明纪念碑,
第六章,多梅尼科·马丽亚·维亚尼,Q5290110,拒绝,枢机主教德·德阿达,Q1366303
第六章,拉扎里尼,Q1384461,拒绝,枢机主教德·德阿达,Q1366303
第十七章,德特勒夫·海坎普,Q23562036,研究,枢机主教德尔·蒙特,Q140106
第六章,乔凡尼·安杰洛·卡尼尼,Q5563665,绘制,枢机主教弗拉维奥肖像,
第七章,乔瓦尼·巴蒂斯塔·克雷森齐,Q1525857,兄弟,枢机主教克雷森齐,Q1525853
第五章,法国派系,,抵制,枢机主教拉帕乔里,Q762443
第三章,皮埃尔·莱格罗斯,Q2093685,创作,枢机主教卢多维西纪念碑,
第五章,费兰特·卡洛,Q98111606,秘书,枢机主教桑德拉托,Q2518867
第五章,西班牙人,,否决,枢机主教斯帕达,表中无ID
第六章,卡米洛·帕姆菲利,Q2935138,辞去,枢机主教职位,
第二章,马菲奥·巴尔贝里尼,Q131579,继承,叔叔遗产,
第十三章,安东尼奥·玛丽亚·扎内蒂,Q944948,代理,舒伦堡,Q70910
第十三章,安东尼奥·玛丽亚·扎内蒂(老),Q944948,结识,舒伦堡,Q70910
第十七章,伊丽莎白·安东尼亚齐·罗西,表中无ID,研究,舒伦堡收藏动物画,
第十七章,伊丽莎白·安东尼亚齐·罗西,表中无ID,研究,舒伦堡收藏小型风景画,
第十七章,伊丽莎白·安东尼亚齐·罗西,表中无ID,研究,舒伦堡收藏战斗画,
第九章,科拉迪尼,Q601707,创作,舒伦伯格雕像,
第九章,科拉迪尼,Q601707,创作,舒伦伯格雕像,
第十一章,伯托斯,Q1440918,创作,舒伦伯格骑马雕像,
第十一章,马歇尔·舒伦伯格,Q70910,委托,舒伦伯格骑马雕像,
第十一章,科拉迪尼,Q601707,创作,舒伦伯格水肿时雕塑,
第十一章,莫拉特,Q339474,创作,舒伦伯格水肿时雕塑,
第十一章,弗朗切斯科·皮特,表中无ID,创作,舒伦伯格水肿时浮雕,
第十一章,巴托罗梅奥·纳扎里,Q465240,创作,舒伦伯格水肿时肖像,
第十一章,弗朗西斯科·西蒙尼尼,Q3081094,创作,舒伦伯格水肿时肖像,
第十一章,吉安·安东尼奥·瓜尔迪,Q590969,创作,舒伦伯格水肿时肖像,
第十一章,贾科莫·瑟鲁蒂,Q524248,创作,舒伦伯格水肿时肖像,
第十一章,马歇尔·舒伦伯格,Q70910,委托,舒伦伯格水肿时肖像,
第十一章,皮亚泽塔,Q282670,创作,舒伦伯格水肿时肖像,
第十一章,朱塞佩·诺加里,Q465422,创作,舒伦伯格水肿时肖像,
第十一章,弗朗西斯科·西蒙尼尼,Q3081094,创作,舒伦伯格战役画,
第八章,安东尼奥·鲁福,Q88949215,从事,丝绸贸易,
第九章,阿尔莫罗·皮萨尼,表中无ID,创办,私人绘画学校,
第二章,马菲奥·巴尔贝里尼,Q131579,担任,斯波莱托主教,
第十七章,瑞典的克里斯蒂娜,Q52938,举办,斯德哥尔摩展览,
第九章,朱塞佩·M·克雷斯皮,Q528620,通信,斯蒂法诺·孔蒂,Q4026944
第七章,约翰·格奥尔格三世,Q53438,雇用,斯蒂芬诺·萨达尼,表中无ID
第五章,罗萨,Q359421,研究,斯多葛派历史学家,
第五章,萨尔瓦多·罗萨,Q359421,追求,斯多葛学派思想,
第五章,萨尔瓦多·罗萨,Q359421,阅读,斯多葛学派著作,
第二章,弗朗切斯科·巴尔贝里尼,Q2662344,购买,斯福尔扎宫殿,
第二章,弗朗切斯科·巴尔贝里尼,Q2662344,移交,斯福尔扎宫殿,
第二章,塔代奥·巴尔贝里尼,Q3817341,接管,斯福尔扎宫殿,
第八章,费迪南德大公,Q465178,收藏,斯基亚沃内作品,
第九章,卡尔·路德维希·波尔尼茨,Q92292,评价,斯卡尔齐教堂,
第九章,隆格纳,表中无人名,设计,斯卡尔齐教堂,
第九章,路易吉·法拉利,Q64735620 ,研究,斯卡尔齐教堂,
第九章,萨尔迪,Q3771406,设计,斯卡尔齐教堂,
第九章,朱塞佩·比安基尼,Q2071608,研究,斯卡尔齐教堂,
第九章,卡瓦扎伯爵,表中无ID,捐助,斯卡尔齐教堂外立面,
第五章,马扎林,Q166056,支持,斯帕达,表中无ID
第十章,詹姆斯·桑希尔爵士,Q1681192,争执,斯泰尔斯先生,表中无ID
第十章,贝尔纳多·贝洛托,Q164688,效力,斯坦尼斯拉斯·波尼亚托夫斯基,Q54019
第九章,亚历山德罗·马尔凯西尼,Q3460024,通信,斯特凡诺·孔蒂,Q4026944
第八章,安东尼奥·鲁福,Q88949215,居住,斯特拉达·埃马努埃拉宫,
第八章,巴尼亚拉公爵夫人,Q108935752,建造,斯特拉达·埃马努埃拉宫,
第九章,皮萨尼家族,,建造,斯特拉乡间别墅,
第九章,迪特里希,Q536581,绘制,斯特拉乡间别墅壁画,
第16章,乔万尼·玛利亚·萨索,Q56007029,合作,斯特兰奇,表中无ID
第16章,乔万尼·玛利亚·萨索,Q56007029,通信,斯特兰奇,
第16章,乔万尼·玛利亚·萨索,Q56007029,通信,斯特兰奇,表中无ID
第16章,理查德·沃斯利,Q7528684,继承,斯特兰奇收藏,
第16章,宗教审判官,,购买,斯瓦杰手稿,
第十一章,马歇尔·舒伦伯格,Q70910,认识,斯威特,Q18934833
第九章,安格利,Q378182,绘制,四福音使徒肖像,
第九章,弗拉米尼奥·科纳,Q3746370,委托,四福音使徒肖像,
第十五章,弗朗切斯科·皮拉内西,Q336028,刻印,苏伯雷拉斯素描,
第十五章,弗朗切斯科·皮拉内西,Q336028,制作,苏伯雷拉斯素描版画,
第七章,萨沃伊尤金大公,Q610738,委托,索利梅纳,Q736065
第四章,乌尔班八世,Q131579,提拔,塔代奥·巴尔贝里尼,Q3817341
第二章,安东尼奥·巴尔贝里尼,Q599744,兄弟,塔代奥·巴尔贝里尼,Q3817341
第二章,弗朗切斯科·巴尔贝里尼,Q2662344,兄弟,塔代奥·巴尔贝里尼,Q3817341
第二章,乌尔班八世,Q131579,叔叔,塔代奥·巴尔贝里尼,Q3817341
第二章,乌尔班八世,Q131579,授予,塔代奥·巴尔贝里尼,Q3817341
第二章,乌尔班八世,Q131579,任命,塔代奥·巴尔贝里尼,Q3817341
第二章,阿戈斯蒂诺·塔西,Q395741,创作,塔代奥就任罗马总督场景画,
第二章,阿戈斯蒂诺·塔西,Q395741,创作,塔代奥与罗马贵族联姻场景画,
第二章,乌尔班八世,Q131579,赋予,塔迪奥·巴尔贝里尼,Q3817341
第九章,迪特里希,Q536581,描绘,塔索场景,
第十三章,扎塔,Q3313574,出版,塔索著作,
第十二章,法国批评家,,攻击,塔索作品,
第一章,贝尔纳迪诺·卡斯泰利,Q3638702,描绘,泰奥多罗·科雷尔,Q2403974
第十七章,贝尔纳多·卡斯特利,Q3638702,绘制,泰奥多罗·科雷尔肖像,
第四章,卡西亚诺,Q1048333,赞助,泰斯塔,Q2155480
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,指导,泰西,Q3301722
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,委托,泰西,Q3301722
第十七章,比尤斯特伦,Q5577315,讨论,泰辛,Q1038496
第十章,贾科莫·阿米戈尼,Q380897,装潢,坦克维尔勋爵宅邸楼梯间,
第十五章,安东·弗朗切斯科·法尔塞蒂,表中无ID,侄子,汤马索·朱塞佩·法尔塞蒂,Q53564852
第十三章,塞巴斯蒂安·里奇,Q26878812,赠送,唐·彼得罗·安东尼奥·托尼,Q2374666
第十三章,彼得罗·安东尼奥·诺维利,Q1718478,继承,唐·彼得罗·安东尼奥·托尼遗产,
第五章,范·拉尔,Q576907,献画,唐·费迪南多·阿凡·德·里贝拉,Q1762520
第六章,卡洛·马拉塔,Q538998,分歧,唐·加斯帕罗·阿尔蒂里,Q27999316
第六章,乌尔班八世,Q131579,任命,唐·塔迪奥·巴尔贝里尼,Q3817341
第十五章,安德里亚·梅莫,Q1052776,认识,唐·文森佐·拉迪基奥,秘书，无ID
第十五章,安德里亚·梅莫,Q1052776,指导,唐·文森佐·拉迪基奥,秘书，无ID
第四章,卡米洛·马西斯米,Q1081438,购买,唐娜·奥林匹娅·马伊达尔齐尼,Q260170
第四章,卡米洛·马西斯米,Q1081452,收藏,唐娜·奥林匹娅·马伊达尔齐尼肖像,
第四章,卡米洛·马西斯米,Q1081453,收藏,唐娜·奥林匹娅·马伊达尔齐尼肖像,
第六章,亚历山德罗·阿尔加迪,Q336798,创作,唐娜·奥林匹娅半身雕塑像,
第五章,萨尔瓦多·罗萨,Q359421,参观,特尔尼,
第五章,萨尔瓦多·罗萨,Q359421,游览,特尔尼,
第八章,刺柏家族宅邸,,位于,特莱维喷泉对面,
第八章,托马索·鲁福,Q2661419,购买,特莱维喷泉对面宅邸,
第八章,托马索·鲁福,Q2661419,居住,特莱维喷泉对面宅邸,
第一章序言,奥托博尼,Q101294,安置,特雷维萨尼,Q963875
第五章,枢机主教奥托博尼,Q101294,展示,特雷维萨尼作品,
第五章,枢机主教奥托博尼,Q101294,雇用,特雷维萨尼作品,
第十七章,吉罗拉莫·曼弗林,Q16560336,购买,特雷维索附近乡间宅邸,
第一章序言,弗兰西斯·哈斯克尔,Q320477,感谢,特里西奥·皮尼亚蒂,Q2404709
第十一章,马歇尔·舒伦伯格,Q70910,认识,特里西奥·皮尼亚蒂,Q2404709
第三章,安德里亚·波佐,Q380103,来自,特伦特,
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,评价,特尼斯,表中无人名
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,推荐,特尼斯作品,
第一章序言,查尔斯五世,Q32500,提拔,提香,Q47551
第一章,查理五世,Q32500,任命,提香,Q47551
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,欣赏,提香,Q47551
第七章,阿尔多布兰迪尼枢机主教,Q691894,收藏,提香作品,
第八章,费迪南德大公,Q465178,收藏,提香作品,
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,赞赏,提香作品,
第四章,卡西亚诺,Q1048333,收藏,提香作品,
第十七章,卡西亚诺·达尔·波佐,Q1048333,欣赏,提香作品,
第六章,克里斯蒂娜女王,Q52937,收藏,提香作品,
第十三章,马菲奥·皮内利,Q56006855,收藏,提香作品,
第七章,蒙特利伯爵,Q3845070,购买,提香作品,
第16章,斯特兰奇,表中无ID,购买,提香作品,
第16章,斯特兰奇,表中无ID,购买,提香作品,
第八章,托马索·鲁福,Q2661419,收藏,提香作品,
第16章,朱塞佩·托尼诺托,表中无ID,收藏,提香作品,
第八章,费迪南德大公,Q465178,收藏,天鹅绒勃鲁盖尔作品,
第九章,拉扎里尼,Q1384461,绘制,天花板壁画,
第十七章,安·萨瑟兰·哈里斯,Q18934849,解释,天花板图像学体系,
第六章,彼得罗·贝尔尼尼,Q712397,创作,天使雕像,
第四章,卡西亚诺,Q1048333,研究,天文学,
第六章,克里斯蒂娜女王,Q52937,皈依,天主教,
第七章,盖塔诺·芬蒂,Q372889,创作,眺望楼壁画,
第七章,路易斯·多里尼,Q2308644,创作,眺望楼壁画,
第四章,泰斯塔,Q2155480,创作,屠杀无辜者,
第九章,弗朗切斯科·莫罗西尼,Q34481,击退,土耳其人科孚岛围困,
第十一章,约瑟夫·史密斯,Q476702,认识,托菲洛·加拉西尼,Q51527555
第十一章,约瑟夫·史密斯,Q476702,出版,托菲洛·加拉西尼作品,
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,评价,托雷利,Q712531
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,批评,托雷利作品,
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,批评,托雷利作品,
第四章,加布里埃尔·诺德,Q710176,赞赏,托马索·康帕内拉,Q191850
第八章,英诺森特十二世,Q132708,任命,托马索·鲁福,Q2661419
第八章,约翰·布雷瓦尔,Q6230521,评论,托马索·鲁福收藏,
第八章,托马索·鲁福,Q2661419,委托,托马索·马泰,Q7819076
第一章序言,教皇克莱门特十一世,Q129967,雇佣,托马索·希阿里,Q52149250
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,认识,托马索·朱塞佩·法塞蒂,Q53564852
第十三章,塞巴斯蒂亚诺·里奇,Q26878812,赠画,托尼,
第16章,道明会,,修士,托尼诺托,表中无ID
第16章,宗教裁判所,,谴责,托尼诺托,表中无ID
第16章,宗教审判所,,惩罚,托尼诺托,表中无ID
第十三章,乔万尼·巴蒂斯塔·西马洛里,Q3766629,创作,托尼收藏作品,
第十三章,彼得罗·安东尼奥·诺维利,Q1718478,继承,托尼艺术收藏,
第一章序言,巴托尼,Q505613,来自,托斯卡纳,
第一章,费迪南德大公,Q465178,来自,托斯卡纳,
第十五章,安德里亚·梅莫,Q1052776,认识,托斯卡纳大公,Q256580
第十五章,安吉洛·奎里尼,Q536447,认识,托斯卡纳大公,Q256580
第八章,费迪南德大公,Q465178,职位,托斯卡纳大公,Q256580
第十五章,纪念碑,,纪念,托斯卡纳大公,Q256580
第十五章,安吉洛·奎里尼,Q536447,建造,托斯卡纳大公纪念碑,
第六章,法国,,联合,托斯卡纳区,
第八章,托马索·鲁福,Q2661419,担任,托斯卡纳宗教审判官,
第十五章,安德里亚·梅莫,Q1052776,绘制,椭圆形平面图,
第十二章,乔凡尼·多美尼科·蒂耶波洛,Q435316,绘制,瓦尔马拉纳别墅乡村生活场景画,
第九章,迪特里希,Q536581,装饰,瓦尔马拉纳家族别墅,
第九章,莱昂纳多·瓦尔马拉纳,表中无ID,担任,瓦尔马拉纳家族族长,
第六章,马蒂亚·普雷蒂,Q468632,替代,瓦尔蒙托内宫壁画,
第六章,皮尔·弗朗西斯科·莫拉,Q1192715,绘制,瓦尔蒙托内宫壁画,
第六章,皮尔·弗朗西斯科·莫拉,Q1192715,被替代,瓦尔蒙托内宫壁画,
第七章,埃克塞特勋爵,表中无ID,委托,瓦莱里奥·卡斯特利,表中无ID
第七章,埃克塞特勋爵,,委托,瓦莱里奥·卡斯特利,表中无ID
第七章,克塞特勋爵五世,Q15989977,委托,瓦莱里奥·卡斯特利,表中无ID
第十五章,P·博斯科维奇,Q310757,通信,瓦利斯涅里,Q2662898
第二章,弗朗切斯科·巴尔贝里尼,Q2662344,赞助,瓦伦丁,Q1337275
第八章,加斯帕尔·如莫尔,Q3098722,收藏,瓦伦丁作品,
第四章,卡西亚诺,Q1048333,赞助,瓦罗塔里,Q1727824
第十二章,安德里亚·梅莫,Q1052776,阅读,瓦萨里著作,
第十七章,托马斯·J·麦考密克,Q7791105,出版,瓦萨学院美术馆作品目录,
第六章,阿古奇主教,Q3766546,阐述,完美主义理论,
第八章,费迪南德大公,Q465178,收藏,玩纸牌人物作品,
第八章,乔瓦尼·巴蒂斯塔·兰杰蒂,Q1525882,创作,玩纸牌人物作品,
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,欣赏,万神殿,
第一章,杨·米德,表中无ID,加入,万神殿大师学院,
第五章,杨·米德,表中无ID,捐赠,万神殿大师学院,
第二章,乌尔班八世,Q131579,掠夺,万神殿青铜,
第五章,萨尔瓦多·罗萨,Q359421,参与,万神殿展览,
第五章,萨尔瓦多·罗萨,Q359421,展出,万神殿展览,
第十一章,马歇尔·舒伦伯格,Q70910,收藏,王室成员肖像画,
