Source_Side,Status,Index_Entry,CIDOC_Type,Manual_Name,Manual_QID,Match_Type,File_Code,Extraction_Reason,Formal_Full_Name,Normalization_Category,Wikidata_QID,Wikidata_Label,Wikidata_Description,Wikidata_Candidates
Manual,Unmatched (Manual),,,Tavole Barberini,A329,,work-English_table.csv,Unmatched Manual & Non-Q ID,Tavole Barberini,Work,,,,No match found
Manual,Unmatched (Manual),,,Temperance,A404,,work-English_table.csv,Unmatched Manual & Non-Q ID,Temperance,Work,Q116026602,Temperance,,Q116026602 (Temperance: ) | Q1147795 (temperance: cardinal virtue of control over excess) | Q133804837 (Temperance: 2017 album by Dominique Dalcan) | Q15131448 (teetotalism: abstinence from the consumption of alcohol) | Q6888525 (moderation: process of eliminating or lessening extremes)
Manual,Unmatched (Manual),,,Tempest with Pyramus and Thisbe,A408,,work-English_table.csv,Unmatched Manual & Non-Q ID,Tempest with Pyramus and Thisbe,Work,,,,No match found
Manual,Unmatched (Manual),,,Temple of Justice,G98,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Temple of Justice,Place,Q7698736,Temple of Justice,"Courthouse in Monrovia, Liberia","Q7698736 (Temple of Justice: Courthouse in Monrovia, Liberia) | Q18158679 (Temple of Justice: government building in Olympia, Washington, United States) | Q106720718 (Temple of Justice: Wikimedia disambiguation page)"
Manual,Unmatched (Manual),,,Temple of Kronos,G122,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Temple of Kronos,Place,,,,Q65238154 (Temple of Kronos and Rhea: small temple south of the Olympieon in Athens)
Manual,Unmatched (Manual),,,Temple of Pallas,G121,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Temple of Pallas,Place,,,,"Q98152441 (Temple Of Pallas , Rome: painting by Samuel Prout)"
Manual,Unmatched (Manual),,,Teodora dal Pozzo,R191,,name-English_table.csv,Unmatched Manual & Non-Q ID,Teodora dal Pozzo,Person,,,,No match found
Manual,Unmatched (Manual),,,Teodoro Correr,A213,,work-English_table.csv,Unmatched Manual & Non-Q ID,Teodoro Correr,Work,Q2403974,Teodoro Correr,(1750-1830),Q2403974 (Teodoro Correr: (1750-1830))
Manual,Unmatched (Manual),,,Teresa Maria Marcellino,R192,,name-English_table.csv,Unmatched Manual & Non-Q ID,Teresa Maria Marcellino,Person,,,,No match found
Manual,Unmatched (Manual),,,The Adoration of the Lamb,A372,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Adoration of the Lamb,Work,Q21614717,The Adoration of the Lamb,painting after a work by Jan van Eyck (KMSKA 413-424),"Q21614717 (The Adoration of the Lamb: painting after a work by Jan van Eyck (KMSKA 413-424)) | Q18338539 (Revelation of St. John: The Adoration of the Lamb: print by Albrecht Dürer from the series Apocalypse) | Q105087194 (The Adoration of the Lamb: object from Hunterian Art Gallery, Glasgow) | Q28056879 (Singing Angels: painting by Hubert and Jan van Eyck, part of Ghent Altarpiece) | Q28057385 (Music-making Angels: painting by Jan and Hubert van Eyck, part of Ghent Altarpiece)"
Manual,Unmatched (Manual),,,The Arrival at the Palace,A214,,work-English_table.csv,Unmatched Manual & Non-Q ID,Palazzo The Arrival at the,Place (Reclassified),,,,No match found
Manual,Unmatched (Manual),,,The Ascension,A216,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Ascension,Work,Q96759287,The Ascension,album by Sufjan Stevens,"Q96759287 (The Ascension: album by Sufjan Stevens) | Q13543893 (The Ascension: professional wrestling tag team) | Q21382018 (The Ascension: painting by Rembrandt) | Q5686605 (Ascension of Jesus: in Christianity, the departure of the risen Christ from Earth into the presence of God, said to have taken place 40 days after the resurrection, as described in Acts 1) | Q20771735 (The Ascension: painting by John Singleton Copley)"
Manual,Unmatched (Manual),,,The Ascension of Christ,A217,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Ascension of Christ,Work,Q30057437,The Ascension of Christ,painting by Adriaen van der Werff,"Q30057437 (The Ascension of Christ: painting by Adriaen van der Werff) | Q50813434 (The Ascension of Christ: painting by Alfred George Stevens) | Q20809411 (The Ascension of Christ: painting by Master of the Life of the Virgin, Philadelphia Museum of Art) | Q19911478 (The Ascension of Christ: painting by Hans Süss von Kulmbach) | Q107440256 (The Ascension of Christ: painting by Unbekannter Künstler)"
Manual,Unmatched (Manual),,,The Assumption of the Blessed Luigi Gonzaga,A218,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Assumption of the Blessed Luigi Gonzaga,Work,,,,No match found
Manual,Unmatched (Manual),,,The Assumption of the Virgin,A219,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Assumption of the Virgin,Work,Q4810381,Assumption of the Virgin,painting by Annibale Carracci in the Museo del Prado,"Q4810381 (Assumption of the Virgin: painting by Annibale Carracci in the Museo del Prado) | Q11837891 (The Assumption of the Virgin: painting by El Greco (Santo Domingo el Antiguo)) | Q323753 (Assumption of the Virgin: painting by Botticini) | Q27750697 (The Assumption of the Virgin: painting by Juan Martín Cabezalero (Museo del Prado, P658)) | Q28035512 (The Assumption of the Virgin: painting (oil sketch) by Sir Peter Paul Rubens, Buckingham Palace)"
Manual,Unmatched (Manual),,,The Banquet of Antony and Cleopatra,A220,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Banquet of Antony and Cleopatra,Work,Q77007619,The Banquet of Antony and Cleopatra,print in the National Gallery of Art (NGA 165520),Q77007619 (The Banquet of Antony and Cleopatra: print in the National Gallery of Art (NGA 165520))
Manual,Unmatched (Manual),,,The Baptism,A465,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Baptism,Work,Q61743720,The Baptism,painting by Cornelis Cornelisz. van Haarlem,Q61743720 (The Baptism: painting by Cornelis Cornelisz. van Haarlem) | Q114466017 (The Baptism: episode of Big Love (S1 E10)) | Q108763754 (The Baptism: episode of Curb Your Enthusiasm) | Q64570981 (The Baptism: painting by Thomas Worthington Whittredge) | Q114503796 (The Baptism: episode of The Waltons (S5 E4))
Manual,Unmatched (Manual),,,The Bath of Diana,A221,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Bath of Diana,Work,Q26880566,Diana bathing,artistic theme,"Q26880566 (Diana bathing: artistic theme) | Q28061534 (the bath of Diana: painting by onbekend;; Titiaan) | Q28061165 (the bath of Diana: painting by P.P.; Teniers, D. II Rubens) | Q19925859 (The Bath of Diana: painting by Peter Paul Rubens) | Q61436555 (The Bath of Diana: painting by Jean-Baptiste Camille Corot)"
Manual,Unmatched (Manual),,,The Bathers,A222,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Bathers,Work,Q6529190,The Bathers,painting by Albert Gleizes,Q6529190 (The Bathers: painting by Albert Gleizes) | Q6251620 (The Bathers: painting by Auguste Renoir) | Q3828528 (The Bathers: painting by Jean-Honoré Fragonard) | Q87742757 (The Bathers: painting by Henri Fantin-Latour) | Q20190561 (The Bathers: painting by Paul Gauguin)
Manual,Unmatched (Manual),,,The Beheading of St Paul,A223,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Beheading of St Paul,Work,,,,No match found
Manual,Unmatched (Manual),,,The Capture of Syracuse with the Death of Archimedes,A224,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Capture of Syracuse with the Death of Archimedes,Work,,,,No match found
Manual,Unmatched (Manual),,,The Circumcision,A225,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Circumcision,Work,Q13510036,circumcision of Jesus,event from the life of Jesus of Nazareth and common subject in Christian art,Q13510036 (circumcision of Jesus: event from the life of Jesus of Nazareth and common subject in Christian art) | Q20177576 (The Circumcision: painting by Rembrandt van Rijn) | Q17323992 (Panel of an altarpiece with the Circumcision (inner wing) and the Resurrection (outer wing): painting by Master of Alkmaar) | Q18338568 (Life of the Virgin:  The Circumcision: print by Albrecht Dürer from the series Life of the Virgin) | Q282277 (The Circumcision: painting by Parmigianino)
Manual,Unmatched (Manual),,,The Confession,A226,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Confession,Work,Q112244087,The Confession,2020 video game,Q112244087 (The Confession: 2020 video game) | Q3207718 (The Confession: novel by John Grisham) | Q2803146 (The Confession: 2010 film by Tanel Toom) | Q3520381 (The Confession: American heavy metal band) | Q18006113 (The Confession: painting by Giuseppe Molteni)
Manual,Unmatched (Manual),,,The Conspiracy of Catiline,A227,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Conspiracy of Catiline,Work,Q776615,The Conspiracy of Catiline,essay by Sallust,Q776615 (The Conspiracy of Catiline: essay by Sallust) | Q59733122 (The Conspiracy of Catiline. Lester Hutchinson: book review)
Manual,Unmatched (Manual),,,The Continence of Scipio,A466,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Continence of Scipio,Work,Q1029378,continence of Scipio,artistic theme,Q1029378 (continence of Scipio: artistic theme) | Q17347310 (The continence of Scipio: painting by Gerbrand van den Eeckhout) | Q17340637 (The Continence of Scipio: painting by Karel van (I) Mander) | Q17322318 (The continence of Scipio: painting by Jan van (1623-1676) Noordt) | Q60022110 (The Continence of Scipio: painting by Amico Aspertini and Guido Aspertini)
Manual,Unmatched (Manual),,,The Crossing of the Red Sea,A228,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Crossing of the Red Sea,Work,Q3897208,The Crossing of the Red Sea,"fresco attributed to Domenico Ghirlandaio, Cosimo Rossellino or Biagio d'Antonio, in the Sistine Chapel","Q3897208 (The Crossing of the Red Sea: fresco attributed to Domenico Ghirlandaio, Cosimo Rossellino or Biagio d'Antonio, in the Sistine Chapel) | Q7728193 (The Crossing of the Red Sea: painting by Nicolas Poussin) | Q1404331 (Crossing of the Red Sea: fresco by Agnolo Bronzino) | Q55424218 (The Crossing of the Red Sea: painting by Frans Francken (II)) | Q77978062 (The Crossing of the Red Sea: painting by Ludovico Mazzolino)"
Manual,Unmatched (Manual),,,The Death of Regulus,A229,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Death of Regulus,Work,Q77877582,The Death of Regulus,painting by Claude-Joseph Vernet,Q77877582 (The Death of Regulus: painting by Claude-Joseph Vernet)
Manual,Unmatched (Manual),,,The Death of St Francis Xavier,A230,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Death of St Francis Xavier,Work,,,,No match found
Manual,Unmatched (Manual),,,The Deposition from the Cross,A231,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Deposition from the Cross,Work,Q13365963,Descent from the Cross,representation in art of Christ being taken from the cross,Q13365963 (Descent from the Cross: representation in art of Christ being taken from the cross) | Q3705703 (The Deposition from the Cross: painting by Pontormo) | Q28039469 (The Deposition from the Cross: painting by Circle of Quinten Metsys) | Q18749486 (The Deposition from the Cross: painting by Johann Michael Rottmayr) | Q50901168 (The Deposition from the Cross: painting by Taddeo Gaddi)
Manual,Unmatched (Manual),,,The Deposition from the Cross/Deposition,A232,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Deposition from the Cross/Deposition,Work,,,,No match found
Manual,Unmatched (Manual),,,The Descent from the Cross,A233,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Descent from the Cross,Work,Q13365963,Descent from the Cross,representation in art of Christ being taken from the cross,"Q13365963 (Descent from the Cross: representation in art of Christ being taken from the cross) | Q568847 (The Descent from the Cross: painting by Rogier van der Weyden in the Museo del Prado) | Q568100 (The Descent from the Cross: painting by Rembrandt, 1633, Alte Pinakothek) | Q2667782 (The Descent from the Cross: triptych by Peter Paul Rubens in Cathedral of Our Lady, Antwerp) | Q16954398 (The Descent from the Cross: painting by workshop of Rembrandt, 1634, Hermitage)"
Manual,Unmatched (Manual),,,The Ecstasy of St Margaret,A234,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Ecstasy of St Margaret,Work,,,,No match found
Manual,Unmatched (Manual),,,The Exodus,A235,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Exodus,Work,Q111551784,The Exodus,2022 video game,"Q111551784 (The Exodus: 2022 video game) | Q1290338 (The Exodus: story of the freeing of the Israelites from bondage in Egypt, narrated in the Torah) | Q110305139 (The Exodus: painting by Louis-Frédéric Schützenberger) | Q3062016 (The Exodus: massive movement of Belgian, Dutch, Luxembroug, and French populations in May-June 1940, following the German invasion) | Q28094823 (The Exodus: painting by Robert Spencer)"
Manual,Unmatched (Manual),,,The Fall of Manna,A236,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Fall of Manna,Work,Q9387722,The Jews in the Desert,painting by Tintoretto for the basilica of San Giorgio Maggiore in Venice,Q9387722 (The Jews in the Desert: painting by Tintoretto for the basilica of San Giorgio Maggiore in Venice) | Q64514411 (The Fall of Manna: painting by Unknown (German))
Manual,Unmatched (Manual),,,The Fall of Phaethon,A237,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Fall of Phaethon,Work,Q27701034,The Fall of Phaethon,painting after Peter Paul Rubens formerly attributed to Jan Carel van Eyck,"Q27701034 (The Fall of Phaethon: painting after Peter Paul Rubens formerly attributed to Jan Carel van Eyck) | Q64533473 (The Fall of Phaethon: drawing in the National Gallery of Art (NGA 75848)) | Q111172887 (The Fall of Phaethon (sketch for the Torre de la Parada: painting by Peter Paul Rubens) | Q121541246 (The fall of Phaethon (Ovid, Metamorphoses, II, 31-328): ) | Q127780323 (The Fall of Phaethon in Context: A New Synthesis of Mythological, Archaeological and Geological Evidence: scholarly article)"
Manual,Unmatched (Manual),,,The Fall of the Giants,A238,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Fall of the Giants,Work,Q27701359,The Fall of the Giants,painting by Jacob Jordaens,Q27701359 (The Fall of the Giants: painting by Jacob Jordaens) | Q20482318 (The Fall of the Giants: painting by Guido Reni) | Q43303242 (A Bullet for Rommel: 1969 film by León Klimovsky) | Q97378803 (Fall of the Giants: visual artwork) | Q65566138 (The Fall of the Giants: print in the National Gallery of Art (NGA 56191))
Manual,Unmatched (Manual),,,The Finding of Moses,A239,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Finding of Moses,Work,Q26713329,The Finding of Moses,painting by Orazio Gentileschi,Q26713329 (The Finding of Moses: painting by Orazio Gentileschi) | Q27700846 (The Finding of Moses: painting by Orazio Lomi de Gentileschi) | Q20809887 (The Finding of Moses: painting by Rembrandt Harmensz. van Rijn) | Q6020780 (The Finding of Moses: painting by Paolo Veronese (Prado)) | Q19897958 (The Finding of Moses: painting by Lawrence Alma-Tadema)
Manual,Unmatched (Manual),,,The Flagellation,A240,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Flagellation,Work,Q2033105,Flagellation of Christ,biblical episode,"Q2033105 (Flagellation of Christ: biblical episode) | Q1212920 (Flagellation of Christ: painting by Piero della Francesca, Galleria Nazionale delle Marche) | Q18338552 (The Great Passion:  The Flagellation: print by Albrecht Dürer from the series Great Passion) | Q109265497 (The Flagellation of Christ: painting by Rubens (Sint-Pauluskerk, Antwerp)) | Q19911589 (The Flagellation: painting by Master of the Berswordt Altar)"
Manual,Unmatched (Manual),,,The Flight into Egypt,A312,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Flight into Egypt,Work,Q970808,The Flight into Egypt,painting by Nicolas Poussin,"Q970808 (The Flight into Egypt: painting by Nicolas Poussin) | Q134511676 (The Flight into Egypt: painting by the workshop of Goswin van der Weyden) | Q2488726 (The Flight into Egypt: painting by Rembrandt, Musée des beaux-arts de Tours) | Q2381716 (The Flight into Egypt: painting by Adam Elsheimer) | Q1803755 (Landscape with the Flight into Egypt: painting by Pieter Brueghel the Elder, Courtauld Gallery)"
Manual,Unmatched (Manual),,,The Four Continents paying homage to Karl Philip von Greiffenklau,A242,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Four Continents paying homage to Karl Philip von Greiffenklau,Work,,,,No match found
Manual,Unmatched (Manual),,,The Four Elements,A243,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Four Elements,Work,Q130357857,The Four Elements,painting by Artus Wolffort,"Q130357857 (The Four Elements: painting by Artus Wolffort) | Q1750032 (The Four Elements: series of paintings by Giuseppe Arcimboldo) | Q83190968 (The Elements: tapestry series after cartoons by Charles Le Brun, extant in several editions) | Q104603412 (The Four Elements: painting by Jan van Kessel the Elder) | Q104772480 (The Four Elements: painting by Sebastian Stoskopff)"
Manual,Unmatched (Manual),,,The Four Seasons,A467,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Four Seasons,Work,Q687785,The Four Seasons,American rock and pop band,Q7735035 (The Four Seasons Restaurant: defunct restaurant in New York City) | Q687785 (The Four Seasons: American rock and pop band) | Q12016 (The Four Seasons: set of four violin concertos by Antonio Vivaldi) | Q1395699 (The Four Seasons: set of four paintings by Giuseppe Arcimboldo) | Q1757188 (The Four Seasons: 1981 film directed by Alan Alda)
